Transaction_id,Created date (UTC),Amount,Amount Refunded,Currency,Captured,Converted Amount,Converted Amount Refunded,Converted Currency,Description,Fee,Status,Seller Message,Card ID,Customer ID,Invoice ID,Transfer,price_id (metadata),product_id (metadata),product_id,Name,Date (UTC),Tax Code
ch_3OYhnXAKv6LsYLX22tbVRR8P,1/15/2024 4:29,12,0,usd,TRUE,12,0,usd,Subscription creation,0.65,Paid,Payment complete.,pm_1OYhnVAKv6LsYLX2a21k6Aul,cus_PNSencP5E7OSUU,in_1OYhnWAKv6LsYLX2RHUwYDKy,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYhmeAKv6LsYLX21iwY0I8b,1/15/2024 4:28,35.2,0,usd,TRUE,35.2,0,usd,NULL,1.32,Paid,Payment complete.,pm_1OYhmeAKv6LsYLX2crhn0tFA,cus_PNSencP5E7OSUU,in_1OYhmhAKv6LsYLX26IZGsitW,NULL,a0ff2472-fe58-453b-bc70-af15c0192959,fec5f1d1-2101-406f-b730-bc7f739ac62a,fec5f1d1-2101-406f-b730-bc7f739ac62a,SAT & ACT Mastery Program,1/26/2024 2:09,txcd_20030000
ch_3OYhlTAKv6LsYLX20UgxUB6m,1/15/2024 4:27,27.2,0,usd,TRUE,27.2,0,usd,NULL,1.09,Paid,Payment complete.,pm_1OYhlSAKv6LsYLX2YBYyxKIl,cus_PNSencP5E7OSUU,in_1OYhlWAKv6LsYLX2DSXQLVAl,NULL,c5712f31-b51f-4314-8b89-d3fb2af2e0e0,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,48dc9a13-5f13-4cb9-88e2-f6004bdaee4c,Scholarly Scholarships Guide,10/9/2023 8:47,txcd_20030000
ch_3OYhkJAKv6LsYLX21Z8zQMS8,1/15/2024 4:26,119.2,0,usd,TRUE,119.2,0,usd,NULL,3.76,Paid,Payment complete.,pm_1OYhkIAKv6LsYLX2NQAW2Cne,cus_PAXjs4rcsRq8JB,in_1OYhkMAKv6LsYLX2ZaHcIPB2,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYhdeAKv6LsYLX23iN8tqAH,1/15/2024 4:19,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OYhdeAKv6LsYLX2uzJUxBHU,cus_PNRzQ6cf0tESYZ,in_1OYhdhAKv6LsYLX2Sg3gXAVy,NULL,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OYhURAKv6LsYLX210l0riam,1/15/2024 4:09,35.2,0,usd,TRUE,35.2,0,usd,NULL,1.32,Paid,Payment complete.,pm_1OYhURAKv6LsYLX2oyoxl4Bo,cus_PNSNGMUIrh4AoN,in_1OYhUVAKv6LsYLX2NHjFJXLh,NULL,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OYhT0AKv6LsYLX22h1yE294,1/15/2024 4:08,53.71,0,aud,TRUE,34.85,0,usd,NULL,1.83,Paid,Payment complete.,pm_1OYhT0AKv6LsYLX26tRRSPpZ,cus_PN2vR625CRCAHW,in_1OYhT4AKv6LsYLX2nF9qCqvY,NULL,7a56d0f1-a2e5-4e2e-b26c-948a9ad21cb2,c985f100-5645-48e3-8e3d-ceffbcc37a3d,c985f100-5645-48e3-8e3d-ceffbcc37a3d,College Application Bootcamp,12/27/2023 16:46,txcd_20030000
ch_3OYhQtAKv6LsYLX20152tngY,1/15/2024 4:05,242.91,0,aud,TRUE,157.61,0,usd,NULL,7.23,Paid,Payment complete.,pm_1OYhQsAKv6LsYLX27NcWkSe5,cus_PN2vR625CRCAHW,in_1OYhQwAKv6LsYLX2r6ZVv7UK,NULL,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07,201283c3-5723-4e02-9d18-d9ff952d0d07,Elite College Prep Package,10/9/2022 8:25,txcd_20030000
ch_3OYhM5AKv6LsYLX21TklMeKO,1/15/2024 4:00,79.2,0,usd,TRUE,79.2,0,usd,NULL,2.6,Paid,Payment complete.,pm_1OYhM5AKv6LsYLX2L5pRGpXk,cus_PGFNIgK74e3mkN,in_1OYhM9AKv6LsYLX2LlwDUGDE,NULL,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49,17f137bd-4c6a-4590-9c92-529872986e49,High School to Ivy League Program,3/29/2020 3:57,txcd_20030000
ch_3OYhHOAKv6LsYLX22BjCGWO5,1/15/2024 3:56,119.2,0,usd,TRUE,119.2,0,usd,NULL,3.76,Paid,Payment complete.,pm_1OYhHOAKv6LsYLX2RHmXGT2G,cus_PCYUUD1fXvjgbc,in_1OYhHRAKv6LsYLX2nGQUgTHL,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYPyuAKv6LsYLX23Ntw7wXZ,1/14/2024 9:27,12,0,usd,TRUE,12,0,usd,Subscription creation,0.83,Paid,Payment complete.,pm_1OYPysAKv6LsYLX2tB7n9pQP,cus_PLUmOjM2XFZbPf,in_1OYPytAKv6LsYLX26VFualmW,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYgrUAKv6LsYLX22L7283fQ,1/15/2024 3:29,162.07,0,sgd,TRUE,118.01,0,usd,NULL,5.49,Paid,Payment complete.,pm_1OYgrUAKv6LsYLX2OHpWFxyA,cus_PNRjeXXKwZFedC,in_1OYgrZAKv6LsYLX2Yhgy2z1s,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYgbzAKv6LsYLX20SKopc2d,1/15/2024 3:13,119.2,0,usd,TRUE,119.2,0,usd,NULL,3.76,Paid,Payment complete.,pm_1OYgbyAKv6LsYLX2JTg8Pml2,cus_OuSaB8YDOA3NTN,in_1OYgc3AKv6LsYLX2zSt3abDX,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYgDjAKv6LsYLX22lxKR2Ck,1/15/2024 2:48,12,0,usd,TRUE,12,0,usd,Subscription creation,0.83,Paid,Payment complete.,pm_1OYgDiAKv6LsYLX2B8EcddBu,cus_PNR4468lF24NqB,in_1OYgDjAKv6LsYLX2agVIKa7O,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYg9WAKv6LsYLX20j3xARqb,1/15/2024 2:43,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OYg9VAKv6LsYLX2NwUzxycP,cus_PAcG6U2RjOHFci,in_1OYg9aAKv6LsYLX2RnUBYeWW,NULL,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OYfsiAKv6LsYLX23cOWZKBS,1/15/2024 2:26,12,0,usd,TRUE,12,0,usd,Subscription creation,0.65,Paid,Payment complete.,pm_1OYfsgAKv6LsYLX2UdsTjK61,cus_PMZexDyOzTezt6,in_1OYfshAKv6LsYLX2o65Wvvmy,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYfrxAKv6LsYLX21r77JriH,1/15/2024 2:25,163.08,0,cad,TRUE,118.01,0,usd,NULL,5.49,Paid,Payment complete.,pm_1OYfrxAKv6LsYLX2uRAWk6YD,cus_PNOgrSBBNtGtWw,in_1OYfs2AKv6LsYLX2XbRCE7zY,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYfWuAKv6LsYLX20pnzUKJH,1/15/2024 2:04,178.65,0,pln,TRUE,43.56,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OXrgLAKv6LsYLX2UPxVgtUQ,cus_PMaqGBMDUs0A9M,in_1OYfWxAKv6LsYLX2TD2Rmbv3,NULL,d8b64e76-c7a9-4c9d-b904-49d81557c23a,8c46a7cc-09e5-40d8-9584-33c0184298c6,8c46a7cc-09e5-40d8-9584-33c0184298c6,College Essay Coaching,10/9/2023 8:57,txcd_20030000
ch_3OYeqPAKv6LsYLX21AZOYnaq,1/15/2024 1:20,119.2,0,usd,TRUE,119.2,0,usd,NULL,3.76,Paid,Payment complete.,pm_1OYeqIAKv6LsYLX2WQFWbVAv,cus_PNPNkwUvN72ORo,in_1OYeqYAKv6LsYLX2iCnjX4tk,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYemiAKv6LsYLX20IeeLXYl,1/15/2024 1:16,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OYemhAKv6LsYLX2oJreyUUA,cus_PNPbJ0bOIKpwS7,in_1OYempAKv6LsYLX2hLGMgkwp,NULL,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OYektAKv6LsYLX23fOg662I,1/15/2024 1:14,119.2,0,usd,TRUE,119.2,0,usd,NULL,3.76,Paid,Payment complete.,pm_1OYeksAKv6LsYLX2GiNpKaVL,cus_PL5BVy5WLInxkh,in_1OYekxAKv6LsYLX2SkOKJwcw,NULL,2017cf56-7ca0-48a0-8892-05ad50e746ba,f8c6a47c-29ca-4be7-ae51-63c374920e4e,f8c6a47c-29ca-4be7-ae51-63c374920e4e,Personalized College Roadmap,12/6/2023 16:16,txcd_20030000
ch_3OYdwiAKv6LsYLX205WIuW03,1/15/2024 0:22,27,0,usd,TRUE,15,0,usd,Subscription creation,0.74,Paid,Payment complete.,pm_1OYdwgAKv6LsYLX2TuKUt0fX,cus_PK3f8Pdcn3jZ9V,in_1OYdwhAKv6LsYLX237gwOu1r,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYdfuAKv6LsYLX227wYYaEM,1/15/2024 0:06,279.2,0,usd,TRUE,159.2,0,usd,NULL,4.92,Paid,Payment complete.,pm_1OYdhLAKv6LsYLX2aoUetDVI,cus_P9742UExfTZIme,in_1OYdhQAKv6LsYLX2vQlenDFn,NULL,25fdcdc9-4f82-4374-a62c-7d323f543a03,201283c3-5723-4e02-9d18-d9ff952d0d07,201283c3-5723-4e02-9d18-d9ff952d0d07,Elite College Prep Package,10/9/2022 8:25,txcd_20030000
ch_3OYD5rAKv6LsYLX20c9dtyJj,1/13/2024 19:42,14,0,usd,TRUE,10,0,usd,Subscription update,0.59,Paid,Payment complete.,pm_1O0qIKAKv6LsYLX2mVxO8SNz,cus_OoTErqCypQ4ZET,in_1OYC9FAKv6LsYLX2UNo7WA0m,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ch_3OYddpAKv6LsYLX22iGyVS4Z,1/15/2024 0:03,60.22,0,cad,TRUE,43.56,0,usd,NULL,2.22,Paid,Payment complete.,pm_1OYddoAKv6LsYLX2r1aNAmQy,cus_PNOMaTTj7O5ODT,in_1OYddsAKv6LsYLX2MIDklJ33,NULL,dae443ce-10d3-46ac-b093-e1ae0eb26654,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,4b8c704c-863d-4e25-9bcf-ce9a1b75a391,Admission Success Blueprint,12/27/2023 16:46,txcd_20030000
ch_3OYdcDAKv6LsYLX23E3Ys3b4,1/15/2024 0:01,279.2,0,usd,TRUE,279.2,0,usd,NULL,8.4,Paid,Payment complete.,pm_1OYdcCAKv6LsYLX2KVJj7ou0,cus_Oz69JPpJCdTBw9,in_1OYdcHAKv6LsYLX2nFCQiFaF,NULL,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
ch_3OYczqAKv6LsYLX22LQj68YV,1/14/2024 23:21,79.2,0,usd,TRUE,79.2,0,usd,NULL,2.6,Paid,Payment complete.,pm_1OYczpAKv6LsYLX2X98dLJIM,cus_PBMf3Rl8eigK8k,in_1OYczuAKv6LsYLX2MS0C8gEO,NULL,4b101604-f66f-48a3-bb37-e6cff6a35276,17f137bd-4c6a-4590-9c92-529872986e49,17f137bd-4c6a-4590-9c92-529872986e49,High School to Ivy League Program,3/29/2020 3:57,txcd_20030000
ch_3OYcjYAKv6LsYLX20OwsbGqf,1/14/2024 23:10,382.11,0,cad,TRUE,276.41,0,usd,NULL,12.46,Paid,Payment complete.,pm_1OYcouAKv6LsYLX22pQ9byme,cus_PNNOVfgh4e40MD,in_1OYcoxAKv6LsYLX2zLcWzK9U,NULL,f0f7a411-d78f-4c3a-abf2-4cce65097af4,40375dc9-7834-49eb-9103-745a5ef656cd,40375dc9-7834-49eb-9103-745a5ef656cd,College Prep Masterclass,3/29/2020 3:57,txcd_20030000
